sqft,homeType,beds,parkingSpots,lotSize,baths,listPrice,heating_system,cooling_system,view_type,architecture_style,yearBuilt,has_pool,city,address,tax
835.0,Condo/Coop,2,,,2,199000,Fireplace (Electric),Central A/C,,Other,,,Chicago,6104 South Dorchester Avenue #2S,1866.59
,Single Family Residential,3,2.0,4317.0,2,399900,Forced Air (Natural Gas),Central A/C,,Other,1954.0,,Chicago,6105 West Henderson Street,4526.0
,Condo/Coop,2,1.0,,1,300000,Fireplace (Natural Gas),Central A/C,,Other,1896.0,,Chicago,4011 North Kenmore Avenue #203,4240.59
1450.0,Condo/Coop,3,1.0,,2,389900,Fireplace (Natural Gas),Central A/C,,Other,2005.0,,Chicago,2853 North Pulaski Road #1N,4073.44
1375.0,Condo/Coop,2,1.0,,2,489000,Forced Air (Natural Gas),Central A/C,,Other,1972.0,,Chicago,1910 North Cleveland Avenue #C,9071.58
1250.0,Condo/Coop,2,1.0,,2,479900,Forced Air (Natural Gas),Central A/C,,Other,2002.0,,Chicago,247 West SCOTT Street #208,8492.75
,Condo/Coop,3,1.0,,3,625000,Forced Air (Natural Gas),Central A/C,,Other,1988.0,,Chicago,2730 North Greenview Avenue #E,8821.2
1286.0,Condo/Coop,2,1.0,,2,450000,Forced Air (Natural Gas),Central A/C,,Loft,1918.0,,Chicago,625 West Jackson Boulevard #808,4012.53
2185.0,Condo/Coop,3,1.0,,3,799900,Hot Water,,,Other,1917.0,,Chicago,200 East Pearson Street #4W,14607.98
,Condo/Coop,2,1.0,,1,289900,,Central A/C,,Other,2005.0,,Chicago,2134 West Chicago Avenue #3N,4975.0
1200.0,Condo/Coop,2,1.0,16079.0,2,389000,Forced Air (Natural Gas),Central A/C,,Other,2004.0,,Chicago,859 West Erie Street #806,7197.0
1500.0,Condo/Coop,2,1.0,,2,449900,Forced Air (Natural Gas),Central A/C,,Other,1999.0,,Chicago,330 North CLINTON Street #201,8558.98
1115.0,Condo/Coop,2,1.0,,2,325000,Fireplace (Electric),Central A/C,,Other,1974.0,,Chicago,651 West SHERIDAN Road #3B,6128.81
1400.0,Condo/Coop,2,1.0,,1,225000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,2060 West Fargo Avenue #3,3257.8
1816.0,Condo/Coop,3,1.0,,3,575000,Fireplace (Natural Gas),Central A/C,,Other,2003.0,,Chicago,1807 West Armitage Avenue #1W,9087.0
1800.0,Condo/Coop,3,1.0,,2,639900,Forced Air (Natural Gas),Central A/C,,High Rise,2005.0,,Chicago,1250 South MICHIGAN Avenue #2506,10619.56
,Condo/Coop,2,1.0,,2,375000,Forced Air (Natural Gas),Central A/C,,Other,1920.0,,Chicago,2703 North Wilton Avenue #3,6412.45
,Single Family Residential,3,2.0,3136.0,2,324900,Fireplace (Natural Gas),Central A/C,,Bungalow,1903.0,,Chicago,5130 West Winnemac Avenue,4183.14
1700.0,Condo/Coop,3,1.0,,3,314999,Fireplace (Natural Gas),Central A/C,,Other,2005.0,,Chicago,3715 West Giddings Street #1N,4102.1
,Condo/Coop,1,1.0,10400.0,1,227500,Baseboard (Natural Gas),Window Unit(s) A/C,,Other,1962.0,,Chicago,30 East Elm Street #14B,3387.74
,Condo/Coop,1,,,1,202500,Radiator,None,,Other,1916.0,,Chicago,2108 North Seminary Avenue #5,4460.86
1027.0,Condo/Coop,2,1.0,,2,399000,Forced Air (Natural Gas),Central A/C,,High Rise,2008.0,True,Chicago,1400 South Michigan Avenue #1909,8215.31
3000.0,Condo/Coop,4,,,3,1099000,Radiator,Central A/C,,Other,1928.0,,Chicago,20 East Cedar Street #14C,21836.96
,Condo/Coop,2,1.0,,2,215000,,Central A/C,,Other,,,Chicago,3128 West Carmen Avenue #1,3113.0
,Condo/Coop,2,1.0,,1,219900,,Central A/C,,Loft,,,Chicago,4330 North Sacramento Avenue #3E,3353.57
800.0,Condo/Coop,2,,,1,229900,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,925 North Mozart Street #2R,4360.0
2000.0,Condo/Coop,3,1.0,,2,350000,Fireplace (Natural Gas),Central A/C,,Other,1893.0,,Chicago,4720 South King Drive #2E,1733.06
1000.0,Condo/Coop,2,1.0,,1,230000,Hot Water,Central A/C,,Other,1920.0,,Chicago,1207 West Farwell Avenue #3,2283.35
2200.0,Condo/Coop,3,1.0,,2,659000,Forced Air (Natural Gas),Central A/C,,Other,2001.0,,Chicago,1155 West Madison Street #606,15466.66
1605.0,Condo/Coop,3,,1600.0,2,669000,Forced Air,Central A/C,,Other,2007.0,,Chicago,1255 South STATE Street #1603,9437.85
1200.0,Condo/Coop,2,,,2,395000,Forced Air,Central A/C,,High Rise,2001.0,,Chicago,600 North Dearborn Street #901,8153.81
,Condo/Coop,2,1.0,,2,239000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,5228 North Campbell Avenue #3A,3499.43
2023.0,Condo/Coop,3,2.0,,3,850000,Forced Air (Natural Gas),Central A/C,,Other,2015.0,,Chicago,367 West Locust Street #508,16717.55
1350.0,Condo/Coop,2,1.0,3250.0,2,450000,Forced Air (Natural Gas),Central A/C,,Other,1998.0,,Chicago,830 North HERMITAGE Avenue #3,8003.0
,Condo/Coop,2,1.0,,2,574900,,Central A/C,,Other,2016.0,,Chicago,1008 North LARRABEE Street #3S,9440.26
1280.0,Condo/Coop,2,1.0,,2,245000,Forced Air (Natural Gas),Central A/C,,Other,2004.0,,Chicago,6560 West Diversey Avenue #412D,3043.45
,Condo/Coop,2,,,1,225000,Hot Water,Window Unit(s) A/C,,Other,,,Chicago,5916 North PAULINA Street #1W,3588.73
1800.0,Condo/Coop,3,1.0,,2,275000,Hot Water,Window Unit(s) A/C,,Other,1971.0,,Chicago,4545 North Long Avenue #2C,3103.68
2600.0,Condo/Coop,3,1.0,,3,225000,Forced Air,Central A/C,,Other,,,Chicago,3037 West Jackson Boulevard #1,4070.27
2100.0,Condo/Coop,3,1.0,,2,575000,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,3925 North Ashland Avenue #2,8853.0
1300.0,Condo/Coop,2,1.0,,2,374800,Forced Air (Natural Gas),Central A/C,,Other,1988.0,,Chicago,937 West WRIGHTWOOD Avenue #A,7065.49
,Condo/Coop,2,,,1,235000,Fireplace (Natural Gas),Window Unit(s) A/C,,Other,1918.0,,Chicago,1252 West Pratt Boulevard #2,2655.0
,Condo/Coop,2,1.0,,2,375000,Forced Air (Natural Gas),Central A/C,,Other,1999.0,,Chicago,617 North Paulina Street #2N,5327.9
2200.0,Condo/Coop,3,1.0,,3,679900,Forced Air (Natural Gas),Central A/C,,Other,2001.0,,Chicago,1730 West Superior Street #3E,8810.73
1100.0,Condo/Coop,2,1.0,,1,325000,Forced Air (Natural Gas),Central A/C,,Other,1994.0,,Chicago,1423 West Melrose Street #2,5913.0
1550.0,Condo/Coop,2,,31577.0,2,425000,Forced Air (Natural Gas),Central A/C,,High Rise,,,Chicago,680 North Lake Shore Drive #1415,6904.12
1237.0,Condo/Coop,2,1.0,,2,439000,,Central A/C,,Other,2008.0,,Chicago,565 West Quincy Street #1709,7590.79
,Condo/Coop,3,1.0,,3,589000,Forced Air (Natural Gas),Central A/C,,Other,2000.0,,Chicago,1012 North Wood Street #1,9820.11
2600.0,Condo/Coop,3,1.0,,3,225000,Forced Air,Central A/C,,Other,,,Chicago,3035 West Jackson Boulevard #1,4143.07
,Condo/Coop,2,1.0,,2,429900,,Central A/C,,Loft,1913.0,,Chicago,1040 West Adams Street #104,7400.71
1887.0,Condo/Coop,3,1.0,,3,1050000,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,420 East Waterside Drive #1314,17926.39
1200.0,Condo/Coop,2,1.0,,2,355000,Fireplace (Natural Gas),Central A/C,,Other,2005.0,,Chicago,1704 South Carpenter Street #2B,1847.35
1225.0,Condo/Coop,2,2.0,,2,360000,Forced Air (Natural Gas),Central A/C,,Other,2002.0,,Chicago,222 North Columbus Drive #2003,8321.4
1000.0,Condo/Coop,2,,,1,269900,Forced Air (Natural Gas),Central A/C,,Other,1901.0,,Chicago,2476 North ALBANY Avenue #2,4637.54
1200.0,Condo/Coop,2,1.0,,1,290000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,1652 West WALNUT Street #3,6284.33
2555.0,Condo/Coop,4,1.0,,3,659000,Forced Air (Natural Gas),Central A/C,,Other,2018.0,,Chicago,1516 North Western Avenue #1N,13385.29
2300.0,Condo/Coop,3,2.0,,4,999000,Forced Air (Natural Gas),Central A/C,,Other,2003.0,,Chicago,635 North Dearborn Street #2803,20309.4
,Condo/Coop,3,1.0,,3,639000,Forced Air (Natural Gas),Central A/C,,Other,1993.0,,Chicago,909 West Diversey Parkway #1E,9441.09
1700.0,Condo/Coop,3,1.0,,2,295000,,Central A/C,,Other,,,Chicago,4921 South King Drive #4S,3732.86
,Condo/Coop,2,1.0,,2,399000,Forced Air (Natural Gas),Central A/C,,Other,1999.0,,Chicago,1532 North Claremont Avenue #2N,6704.22
2200.0,Condo/Coop,3,1.0,39710.0,3,200000,Radiator,Window Unit(s) A/C,,Other,1935.0,,Chicago,6806 South Crandon Avenue #2,831.35
,Condo/Coop,3,2.0,,3,948900,Forced Air (Natural Gas),Central A/C,,Other,2006.0,,Chicago,1137 West Monroe Street #8,14726.0
1500.0,Condo/Coop,2,1.0,,2,509900,Forced Air (Natural Gas),Central A/C,,Loft,,,Chicago,375 West ERIE Street #202,8945.42
1350.0,Condo/Coop,2,1.0,,2,269000,Forced Air,Central A/C,,Other,1920.0,,Chicago,1332 West Estes Avenue #1S,2328.56
,Condo/Coop,2,1.0,,1,215000,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,3307 West Le Moyne Street #1,5448.13
1600.0,Condo/Coop,2,1.0,,3,399900,Forced Air (Natural Gas),Central A/C,,Other,2001.0,,Chicago,1455 North Maplewood Avenue #1E,5220.62
,Condo/Coop,3,1.0,3125.0,3,375000,Fireplace (Natural Gas),Central A/C,,Other,2005.0,,Chicago,2256 North Kimball Avenue #1,6433.09
2700.0,Condo/Coop,4,,,3,574900,Forced Air (Natural Gas),Central A/C,,Other,1915.0,,Chicago,727 West Bittersweet Place #1W,11139.82
2000.0,Condo/Coop,3,1.0,,2,770000,Radiant (Natural Gas),Central A/C,,Other,2015.0,,Chicago,456 North Carpenter Street #2,14143.0
1400.0,Condo/Coop,2,1.0,10148.0,2,575000,Forced Air (Natural Gas),Central A/C,,Loft,,,Chicago,1101 West Lake Street #5D,8802.25
700.0,Condo/Coop,2,2.0,,1,185000,,Window Unit(s) A/C,,Other,1969.0,,Chicago,2303 West 35th Street #2S,2987.38
1200.0,Condo/Coop,3,1.0,,2,339800,,Central A/C,,Other,1971.0,,Chicago,2417 South Wentworth Avenue #2A,5699.58
1250.0,Condo/Coop,2,1.0,,2,479400,,Central A/C,,High Rise,1991.0,,Chicago,474 North LAKE SHORE Drive #3602,8512.46
861.0,Condo/Coop,1,,26709.0,1,189000,Forced Air (Natural Gas),Central A/C,,Other,1920.0,,Chicago,40 East 9th Street #803,2879.4
1400.0,Condo/Coop,2,,,2,460000,,Central A/C,,Other,1929.0,,Chicago,1101 West Armitage Avenue #101,8337.8
1388.0,Condo/Coop,2,1.0,,2,485000,Forced Air (Natural Gas),Central A/C,,Other,1998.0,,Chicago,1616 South Indiana Avenue #B2,7912.13
,Condo/Coop,2,1.0,,1,329000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,3701 North Bosworth Avenue #1,5554.99
1400.0,Condo/Coop,2,1.0,,2,199900,,Central A/C,,Other,1965.0,True,Chicago,5901 North Sheridan Road #7J,2667.12
1100.0,Condo/Coop,2,1.0,,2,318000,Forced Air,Central A/C,,Other,2002.0,,Chicago,1515 South Prairie Avenue #509,7165.6
1259.0,Condo/Coop,2,1.0,,2,389900,Forced Air,Central A/C,,High Rise,2001.0,,Chicago,1111 South Wabash Avenue #2108,7478.39
659.0,Condo/Coop,0,,,1,149000,,Central A/C,,Other,1910.0,,Chicago,740 South FEDERAL Street #402,2482.67
,Condo/Coop,2,1.0,,2,215000,Forced Air (Natural Gas),Central A/C,,Other,1914.0,,Chicago,6906 North Ashland Boulevard #GN,4511.02
2600.0,Condo/Coop,3,1.0,,2,649900,Forced Air,Central A/C,,Other,1998.0,,Chicago,1542 West George Street #A,10381.3
1300.0,Condo/Coop,2,1.0,,2,400000,,Central A/C,,Other,2000.0,,Chicago,635 North Dearborn Street #1604,8407.92
1200.0,Condo/Coop,2,,,2,225000,Forced Air (Natural Gas),Central A/C,,Other,1911.0,,Chicago,4600 North Central Park Avenue #2,2968.51
,Condo/Coop,2,1.0,,2,225000,Forced Air (Natural Gas),Central A/C,,Other,1921.0,,Chicago,6344 North Artesian Avenue #G,
,Condo/Coop,2,1.0,,2,230000,Hot Water (Natural Gas),Central A/C,,High Rise,1966.0,,Chicago,5701 North Sheridan Road #20L,3779.79
1250.0,Condo/Coop,2,1.0,,2,465000,Forced Air (Natural Gas),Central A/C,,Contemporary,2002.0,,Chicago,935 North Wolcott Avenue #201,8636.62
,Condo/Coop,3,1.0,,2,289000,Forced Air (Natural Gas),Central A/C,,Other,2004.0,,Chicago,6113 South Kimbark Avenue #2S,5097.21
,Condo/Coop,2,1.0,,2,229000,Radiant,Window Unit(s) A/C,,High Rise,1970.0,,Chicago,2605 South Indiana Avenue #2002,2245.94
,Condo/Coop,3,1.0,,3,659900,Forced Air (Natural Gas),Central A/C,,Other,1999.0,,Chicago,1111 North Paulina Street #3,9722.85
800.0,Condo/Coop,2,,,1,275000,,Central A/C,,Other,1940.0,,Chicago,4917 North Wolcott Avenue #1B,4595.67
,Condo/Coop,3,1.0,,2,489900,Forced Air (Natural Gas),Central A/C,,Other,2001.0,,Chicago,1015 West Buena Avenue #3W,7653.0
3000.0,Other,4,1.0,,3,699000,Radiator,Central A/C,,Other,1927.0,,Chicago,399 W Fullerton Parkway #14W,
1336.0,Condo/Coop,2,1.0,,2,494900,,Central A/C,,High Rise,2005.0,,Chicago,130 North Garland Court #1406,9521.15
,Condo/Coop,2,,,2,245000,Forced Air (Natural Gas),Central A/C,,Other,1916.0,,Chicago,6612 North ASHLAND Avenue #1,3416.68
,Condo/Coop,2,1.0,,2,359900,Forced Air (Natural Gas),Window Unit(s) A/C,,Other,1960.0,,Chicago,2930 North Sheridan Road #1601,5222.62
1902.0,Condo/Coop,3,2.0,,3,1100000,Forced Air (Natural Gas),Central A/C,,High Rise,2007.0,,Chicago,450 East Waterside Drive #2508,20045.03
3300.0,Condo/Coop,4,4.0,,3,1950000,Forced Air,Central A/C,,Other,2000.0,,Chicago,630 North State Street #2705,21083.94
,Condo/Coop,2,,4767.0,1,265000,Radiator,Window Unit(s) A/C,,Other,1917.0,,Chicago,4700 North Campbell Avenue #2,3711.37
1400.0,Condo/Coop,2,1.0,,2,439000,Forced Air (Natural Gas),Central A/C,,Other,1999.0,,Chicago,2930 North Damen Avenue #3,6091.0
2200.0,Condo/Coop,3,1.0,,2,400000,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,4815 South DREXEL Boulevard #2SE,4970.38
1550.0,Condo/Coop,2,,,2,539000,Hot Water,Central A/C,,Other,,,Chicago,680 North Lake Shore Drive #1410,6884.63
,Condo/Coop,3,1.0,,2,320000,,Central A/C,,Other,2008.0,,Chicago,705 West 31st Street #2E,4436.26
1550.0,Condo/Coop,2,2.0,,2,480000,Forced Air (Natural Gas),Central A/C,,Other,1923.0,,Chicago,400 West Ontario Street #701,8571.09
,Condo/Coop,2,,,2,249900,Forced Air (Natural Gas),Central A/C,,Other,1910.0,,Chicago,1349 North Washtenaw Avenue #1,3038.7
,Condo/Coop,3,1.0,,2,314900,Hot Water,Central A/C,,Other,1932.0,,Chicago,2445 West Lunt Avenue #3W,3871.49
900.0,Condo/Coop,3,1.0,15458.0,2,299000,Forced Air (Electric),Central A/C,,Other,2005.0,,Chicago,475 West 24th Street #5G,4877.16
1060.0,Condo/Coop,2,1.0,,2,325000,Forced Air (Natural Gas),Central A/C,,High Rise,2003.0,,Chicago,1515 South PRAIRIE Avenue #1207,6459.98
1500.0,Condo/Coop,2,1.0,,2,599900,Forced Air (Natural Gas),Central A/C,,Other,2006.0,,Chicago,1031 West Monroe Street #3,9312.85
1622.0,Condo/Coop,2,1.0,,2,249900,Forced Air (Natural Gas),Central A/C,,Other,1910.0,,Chicago,2904 North AVERS Avenue #1F,3748.25
,Condo/Coop,2,1.0,3132.0,2,475000,Fireplace (Natural Gas),Central A/C,,Other,2002.0,,Chicago,903 West Roscoe Street #3,5069.78
,Condo/Coop,1,1.0,,1,285000,Forced Air (Natural Gas),Central A/C,,High Rise,2008.0,,Chicago,611 South Wells Street #1208,4240.65
,Condo/Coop,2,1.0,,2,299000,,Central A/C,,Other,1924.0,,Chicago,4820 North Hoyne Avenue #4,5310.33
2300.0,Condo/Coop,3,1.0,2400.0,3,550000,Forced Air (Natural Gas),Central A/C,,Other,2000.0,,Chicago,1620 West Julian Street #1,10459.66
1200.0,Condo/Coop,2,1.0,,2,350000,Forced Air (Natural Gas),Central A/C,,Other,2001.0,,Chicago,1245 West Ohio Street #1,6111.71
,Condo/Coop,2,1.0,,2,395000,Forced Air (Natural Gas),Central A/C,,Other,,,Chicago,2439 West Cortland Street #2,7631.26
1250.0,Condo/Coop,2,,,2,259000,,Central A/C,,Other,1967.0,,Chicago,3200 North Lake Shore Drive #306,3008.0
1300.0,Condo/Coop,2,1.0,,2,230000,Baseboard,Window Unit(s) A/C,,Other,1970.0,,Chicago,6171 North Sheridan Road #811,1643.47
,Condo/Coop,2,1.0,,1,269900,,Central A/C,,Other,1923.0,,Chicago,2040 North SPAULDING Avenue #1S,4107.71
1600.0,Condo/Coop,3,1.0,,2,349000,Fireplace (Natural Gas),Central A/C,,Other,1905.0,,Chicago,2057 North Kedzie Avenue #G,8065.0
,Condo/Coop,2,1.0,,2,419900,Fireplace (Natural Gas),Central A/C,,Other,1928.0,,Chicago,758 North LARRABEE Street #204,8664.18
2319.0,Condo/Coop,3,1.0,31000.0,2,1025000,Fireplace (Natural Gas),Central A/C,,Loft,1882.0,,Chicago,1000 West Washington Boulevard #540,10022.0
500.0,Condo/Coop,0,1.0,,1,159900,Forced Air (Natural Gas),Central A/C,,Other,1963.0,,Chicago,2400 North Lakeview Avenue #812,2697.85
,Single Family Residential,3,,3136.0,3,250000,Forced Air (Natural Gas),Window Unit(s) A/C,,Other,1923.0,,Chicago,5232 West Strong Street,7026.4
2400.0,Condo/Coop,3,2.0,,3,679000,Forced Air (Natural Gas),Central A/C,,Other,2002.0,,Chicago,2520 North Southport Avenue #1N,11215.68
2700.0,Condo/Coop,3,1.0,,3,899000,Forced Air (Natural Gas),Central A/C,,Other,2003.0,,Chicago,1513 North Cleveland Avenue #3S,17055.0
1667.0,Condo/Coop,3,1.0,,2,679000,Forced Air (Natural Gas),Central A/C,,High Rise,2006.0,,Chicago,100 East 14th Street #1001,12810.37
1257.0,Condo/Coop,2,1.0,,2,449724,,Central A/C,,High Rise,1991.0,True,Chicago,474 North Lake Shore Drive #2211,8837.73
,Condo/Coop,2,,,2,175000,Forced Air,Central A/C,,Other,,,Chicago,3037 West Jackson Boulevard #2,3166.99
,Condo/Coop,2,1.0,,2,349900,Forced Air (Natural Gas),Central A/C,,Other,2006.0,,Chicago,2646 West CORTEZ Street #2,4868.43
1325.0,Condo/Coop,2,1.0,,1,289000,Radiator,Window Unit(s) A/C,,Other,1912.0,,Chicago,6526 North Glenwood Avenue #3,4620.37
850.0,Condo/Coop,1,1.0,,1,130000,,Central A/C,,High Rise,1962.0,,Chicago,5701 North Sheridan Road #3Q,2983.16
1300.0,Condo/Coop,2,1.0,,2,525000,Forced Air (Natural Gas),Central A/C,,Loft,,,Chicago,1200 West Monroe Street #407,7969.0
2250.0,Condo/Coop,3,1.0,,3,560000,Forced Air (Natural Gas),Central A/C,,Other,2001.0,,Chicago,1651 West Huron Street #1E,8214.05
1653.0,Condo/Coop,3,1.0,,2,700000,Baseboard (Electric),Central A/C,,High Rise,2005.0,,Chicago,130 North Garland Court #3802,15465.23
1650.0,Condo/Coop,2,1.0,,2,375000,,Central A/C,,Other,1982.0,,Chicago,400 East Ohio Street #401,9156.6
,Condo/Coop,2,,,1,319000,Baseboard (Electric),Window Unit(s) A/C,,Other,,,Chicago,1135 West Webster Avenue #2,7078.66
2050.0,Condo/Coop,3,1.0,6250.0,3,1050000,,Central A/C,,Other,2019.0,,Chicago,220 South Green Street #2S,17778.34
,Condo/Coop,2,1.0,,2,530000,Forced Air (Natural Gas),Central A/C,,Other,2016.0,,Chicago,1512 West Chestnut Street #2,9198.0
1400.0,Condo/Coop,2,1.0,,2,395000,Forced Air (Natural Gas),Central A/C,,Loft,,,Chicago,1701 North Damen Avenue #105,6078.82
,Condo/Coop,3,1.0,,3,469900,Fireplace (Natural Gas),Central A/C,,Other,2007.0,,Chicago,3744 West George Street #D,5133.42
1200.0,Condo/Coop,2,2.0,,2,250000,,Central A/C,,Other,1969.0,,Chicago,2626 North Lakeview Avenue #1801,5970.12
1394.0,Single Family Residential,3,2.0,4269.0,2,375000,,Central A/C,,Other,1953.0,,Chicago,4141 North Major Avenue,6151.69
,Condo/Coop,2,1.0,,2,269000,,Central A/C,,Other,1947.0,,Chicago,2545 West Catalpa Avenue #2B,3405.0
1100.0,Condo/Coop,2,1.0,,2,374900,Forced Air (Natural Gas),Central A/C,,Other,2003.0,,Chicago,2158 West Grand Avenue #506,4824.52
,Condo/Coop,1,1.0,,1,242000,Radiant,Window Unit(s) A/C,,High Rise,1958.0,,Chicago,2930 North Sheridan Road #1502,4219.78
1400.0,Condo/Coop,3,1.0,,2,414900,,Central A/C,,Other,,,Chicago,2437 North Albany Avenue #2,6431.82
1300.0,Condo/Coop,2,1.0,,3,425000,,Central A/C,,Other,2002.0,,Chicago,1614 West Augusta Boulevard #1S,9533.0
1600.0,Condo/Coop,2,1.0,,2,413000,Forced Air (Natural Gas),Central A/C,,Other,2001.0,,Chicago,1730 West Diversey Parkway #2,7232.23
2143.0,Condo/Coop,3,2.0,,3,999900,Forced Air (Natural Gas),Central A/C,,Other,2013.0,,Chicago,1128 West Adams Street #4E,16055.19
,Condo/Coop,3,1.0,,2,275000,Baseboard,Window Unit(s) A/C,,Other,1964.0,,Chicago,1233 West Lunt Avenue #1,
,Condo/Coop,3,1.0,,2,550000,Forced Air (Natural Gas),Central A/C,,Other,2004.0,,Chicago,1720 West Belmont Avenue #4,10406.83
,Condo/Coop,2,1.0,,2,423900,Forced Air (Natural Gas),Central A/C,,High Rise,2002.0,,Chicago,1322 South Prairie Avenue #1208,8147.31
1369.0,Condo/Coop,2,1.0,,2,525000,Forced Air (Natural Gas),Central A/C,,Other,2003.0,,Chicago,233 East 13th Street #1107,7071.9
1350.0,Condo/Coop,2,2.0,,2,465000,Fireplace (Natural Gas),Central A/C,,Other,2001.0,,Chicago,3038 North Kenmore Avenue #2N,8365.56
,Condo/Coop,2,1.0,,2,475000,,Central A/C,,High Rise,2003.0,,Chicago,653 North KINGSBURY Street #1903,9651.0
2125.0,Condo/Coop,3,1.0,,3,675000,Forced Air (Natural Gas),Central A/C,,Other,2007.0,,Chicago,2663 North Ashland Avenue #3S,11635.64
1257.0,Condo/Coop,2,1.0,51401.0,2,499000,,Central A/C,,High Rise,1991.0,,Chicago,474 North Lake Shore Drive #3811,8631.52
875.0,Condo/Coop,2,,,1,329000,Forced Air (Natural Gas),Central A/C,,Other,1920.0,,Chicago,3400 North Janssen Avenue #1,6269.9
2600.0,Condo/Coop,3,1.0,,3,1185000,,Window Unit(s) A/C,,High Rise,1972.0,,Chicago,111 East Chestnut Street #57KJ,16999.77
1462.0,Condo/Coop,2,1.0,,2,330000,Radiant (Natural Gas),Central A/C,,Other,1995.0,,Chicago,3950 West Bryn Mawr Avenue #407,4944.0
2400.0,Condo/Coop,3,1.0,,3,725000,Forced Air (Natural Gas),Central A/C,,Other,1891.0,,Chicago,924 West Fullerton Avenue #1,11537.1
1384.0,Condo/Coop,2,1.0,,2,610000,Fireplace (Natural Gas),Central A/C,,Other,1998.0,,Chicago,55 West Delaware Place #210,7641.21
1764.0,Condo/Coop,3,1.0,,2,349000,Forced Air (Natural Gas),Central A/C,,Other,1919.0,,Chicago,1635 West Estes Avenue #2W,4592.6
2400.0,Condo/Coop,4,1.0,6903.0,3,295000,Forced Air (Natural Gas),Central A/C,,Other,1908.0,,Chicago,6403 South GREENWOOD Avenue #1S,2324.79
,Condo/Coop,3,1.0,,2,315000,Forced Air (Natural Gas),Central A/C,,Other,1997.0,,Chicago,7625 North EASTLAKE Terrace #108,4427.86
2100.0,Condo/Coop,3,1.0,,3,285000,Forced Air (Natural Gas),Central A/C,,Other,1914.0,,Chicago,6426 South Kenwood Avenue #1S,1980.12
,Condo/Coop,3,1.0,,3,495000,Forced Air (Natural Gas),Central A/C,,Other,1987.0,,Chicago,3311 North RACINE Avenue #C,8828.0
2400.0,Condo/Coop,3,2.0,,3,599900,Fireplace (Natural Gas),Central A/C,,Other,2003.0,,Chicago,1505 North Bosworth Avenue #1,10013.0
1600.0,Condo/Coop,3,2.0,,2,499900,Forced Air (Natural Gas),Central A/C,,Other,2005.0,,Chicago,2130 West Division Street #4E,9363.71
,Condo/Coop,2,1.0,,3,380000,,Central A/C,,Other,2005.0,,Chicago,3069 West ARMITAGE Avenue #2N,6981.25
1800.0,Condo/Coop,3,1.0,,2,699000,Forced Air (Natural Gas),Central A/C,,Other,2012.0,,Chicago,717 West Aldine Avenue #3,12368.17
,Condo/Coop,2,1.0,,2,520000,Forced Air (Natural Gas),Central A/C,,Other,2008.0,,Chicago,303 West Ohio Street #1603,9369.5
1300.0,Condo/Coop,2,1.0,,2,575000,Fireplace (Natural Gas),Central A/C,,Other,2004.0,,Chicago,919 North Hermitage Avenue #3,8281.16
1200.0,Condo/Coop,2,1.0,,2,450000,Forced Air (Natural Gas),Central A/C,,Other,2005.0,,Chicago,2623 North Sheffield Avenue #2N,8803.15
1324.0,Condo/Coop,2,1.0,42096.0,2,440000,Forced Air,Central A/C,,High Rise,1992.0,,Chicago,440 North Wabash Avenue #4306,9417.96
